TRST
LMAT
UCTT
MFI
HARL
MNRK
NANO
FLXS
MSPD
SIFI
CJBK
BOFI
HOLL
RELL
BOCH
BITI
FABK
HYGS
SVLF
EVOL
EVBS
HHGP
MOCO
HDNG
CLSN
HPGP
NYMT
APFC
MNOV
DCAI
HEOP
ONVI
BCBP
QGLY
ZHNE
PNBC
CNAF
VIRC
CACH
NFSB
MCBC
CCIX
MSBF
CCUR
MOSY
NAVI
HFFC
HTCH
NAII
TELK
AXAS
LOCM
ORCH
LCUT
SCMF
STRS
THRD
FCAP
IKAN
MGPI
WUHN
CITZ
STRT
MPAA
PHHM
ACLS
BSMD
FREE
INXI
PBCI
TRBN
UG
RMCF
LAKE
HWBK
HLND
KTEC
SPIR
MROE
LSBX
WMCO
ARKR
CLCT
QCRH
USAT
TACT
LCRY
NOOF
LEDR
BSDM
HTBK
BKSC
CLFC
SNAK
ACHN
AFOP
TRMS
CDII
XWES
GMET
DBLE
KERX
BOFL
FCFC
SGC
AXTI
MEDW
MFRI
NBTF
BNVI
HAST
RELV
LSBK
OMNI
TSTC
RLOG
SBCF
ARBX
PMBC
USEG
CORT
ASYS
JADE
UNAM
RHIE
MPET
REIS
QUIK
INCB
SMMF
TIBB
RODM
NCBC
PFBI
PRVT
GRAN
CVCY
ENMD
EUBK
NCOC
NVSL
GPIC
BNHN
JOEZ
VIST
AKNS
BLTI
BBNK
ISIG
CRFN
JFBC
LCRD
PMD
CYBE
FSNM
AERG
FCZA
NADX
ZILG
AMIC
SAVB
ADAT
HILL
SOMH
ASRV
UBOH
IDSY
EGHT
QLTY
MBTF
AVGN
CACB
TPGI
TRNS
SPPR
BERK
LARK
FCTY
INPH
NSHA
VCGH
DGLY
RBNF
SCSS
SCIL
CTDC
PFBC
CSBC
CWBS
JFBI
NOVB
PKOH
TONE
FMFC
ISNS
PKBK
SDBT
WRLS
VRTB
ALOT
EWST
TWMC
FCCY
MTSI
SIEB
SUMR
CVGI
PCYC
AHII
VRAZ
ZIOP
HCII
EDGR
UBCP
MSHL
MCBI
NEBS
NGBF
KOOL
EVBN
GLUU
PARL
PCAP
HBE
RNIN
HOOK
EDCI
WEST
XATA
UCFC
CTBK
HFBC
NENG
VSCI
PROV
AHPI
DCGN
NOBH
PSDV
PEBK
WSTG
NBBC
WVFC
KONA
PRLS
RVSB
SSBI
ACFN
NEXM
DXYN
COBK
EDGW
TWER
CMLS
NYFX
WXCO
RMTR
OVLY
APPA
PSBH
RMKR
SVBI
WCBO
FEIM
SURG
DITC
PRCP
CERS
CPWM
MBWM
GAI
PTIX
ESBK
PSTA
BSET
KNDI
KEQU
CPBC
ADES
JSDA
CZWI
ASFN
MDNU
TSBK
SPAN
RCMT
GSIG
IBCP
ADAM
HLCS
BSQR
TRUE
LION
CPHC
GLDC
NTSC
INTG
CRXX
PABK
NTIC
HDSN
CASB
DUSA
MGYR
CAPS
DAIO
FPTB
GLOI
NURO
NNBR
ABCW
NMTI
COSI
QBAK
SPCHA
CRWS
IFON
LBCP
VIDE
BDMS
DIGA
LTRX
UNFY
GTCB
ACFC
CLRO
SOCB
STRM
STRN
CADE
SKBI
SUPR
FNBN
JAX
QUIX
DSTI
CVLY
CPEX
BCSB
FBIZ
FACE
BKBK
FSFG
SNEN
TNCC
CEGE
PERF
PPBI
SLP
SDIX
TOFC
UFPT
XETA
TCHC
CBIN
ETWC
SYPR
ATRN
MMCE
SOFO
WPTE
ENWV
IDSA
VSCP
NSSC
ABIO
FCVA
GOLF
IBNK
LPSB
PSOF
WBNK
ADEP
BEST
CRDC
SLTC
NBN
PRXI
TAGS
MBND
ARTX
CLZR
VSBN
DRAD
MDTL
OLBK
UNTY
DIET
FCCO
NLTX
PEIX
PLNR
FBMS
THLD
IGOI
HPOL
NANX
SRLS
MESA
CLFD
FKFS
CASM
RCKY
CYCC
FFCO
GLBZ
OSBK
OSCI
NSFC
PXLW
PRPL
SFST
MBHI
SMBC
ICGN
LSBI
WPCS
ARTW
CPBK
CVLL
LDIS
MERC
VBFC
GSLA
OTIX
SPNS
CHYR
ROYL
SOMX
VYFC
GMTC
LOOK
ASTC
HSKA
CAMP
CBBO
TAMB
INOC
IRIX
RAND
OCCF
SPEX
DISK
FSBI
CYBI
DNBF
EDUC
AIRT
RAMS
BCAR
CRMH
WSB
NSEC
NXXI
PVFC
XTNT
MBRX
PLBC
CFFC
MACE
USHS
ABTL
AVCA
FFFD
PSTI
ARWR
NTII
WGNB
CTBC
FFBH
JXSB
QELP
RIVR
HRZB
JAXB
EDAC
FBSI
GFED
WEBM
MAYS
BIOF
NTWK
WVVI
TEAR
AEY
COIN
SPRO
EFJI
INHX
ATRM
TBUS
KTCC
CSLR
REED
TBAC
KSW
ATHX
SAPX
AMFI
MERX
AAME
EPEX
CHMP
ECGI
ULGX
SBBX
ADGF
AETI
PZZI
ENDO
ESMC
NEWT
BFLY
NRGN
CAFI
RGDX
CVV
FCFL
HNAB
FSII
LMLP
SMCG
ENPT
MFNC
WAYN
CRRB
TIII
ANLY
HYTM
INSW
MMUS
BLSW
SUFB
AMOT
CARV
PBHC
CALC
FRGB
HMNF
HEPH
OPHC
VETS
ANNB
IFLG
ALDA
CLBH
CORS
NOEC
FIGI
IIN
WLDN
TFCO
MSON
UAHC
FFDF
FNET
ORBT
STRZ
MFLR
CDTI
CSPI
DEAR
ESCA
ALTU
CMRO
NOIZ
PFSW
SNSS
TRCI
OPTC
CLWT
FORD
PNBK
PTSX
CEBK
CMSB
ENTN
MCBF
ALAN
LJPC
CART
HWFG
CWBC
JCTCF
TDBK
ABVA
NSUR
ANGN
CWLZ
DRAM
OICO
ONSM
SMIT
TMNG
TLCV
BOVA
CFBK
CRFT
DARA
VIAP
HSWI
RFIL
ANSV
ATGN
BOMK
LGVN
PFED
VOXW
ESYS
BFNB
PINN
SMTX
GFSI
BKOR
ASBI
DOVR
CVBK
SCKT
RGCI
ORCD
BYFC
CPSS
FFHS
HAUP
IKNX
TGAL
CZFC
QRCP
SBKC
DWCH
TAYD
STBK
TGIC
CMFB
GORX
EFOI
AWBC
CDIC
CYAN
NCST
CBON
DYNT
PATK
AANB
AMIN
MNTX
LBIX
MDH
ORNG
STRC
CASA
FONR
STXX
CTHR
CPRX
FMAR
PHMD
HABC
CMKG
TO
TSRI
ASUR
PTEK
TSTF
BWTR
PEDH
SINO
EPG
TGIS
CSNT
ELSE
SERV
PIII
SGRP
AEHR
ARCI
COBR
FNSC
LIVE
ICCC
SGMA
TRXI
NSYS
TRAC
ATEA
ANTP
ARCW
NLST
TEC
WSCI
OBCI
CTZN
VIFL
PLCC
APAB
RFMI
HIST
KINS
TGEN
AMTY
MPAC
BHIP
VRTA
TPUT
BNSO
CHIP
VTRO
GIGA
HIHO
LUNA
MERR
OVRL
PCBS
FUEL
ICOP
SAMB
CCBD
OPXA
VPF
AMTC
BKRS
ESCC
FPBI
JACO
BDCO
GCFB
OLCB
CABL
FFNM
ATBC
CTIB
FPBN
ZRBA
GAIT
GTIM
RPFG
CNIC
PSBC
VSGN
PDEX
ABMC
IFSB
ZANE
BASI
MEAD
FFSX
SCLD
AMIE
FSTF
KENT
MSII
PCBI
ZILA
TMCV
TORM
CBTE
ENCO
FOOD
TBHS
IRSN
PBIO
LOGC
BAYN
NYER
ORXE
CSHB
GLRP
AMCE
MACC
LOAN
ZOOM
WGNR
MTMC
EONC
ROFO
TPTX
CNLG
INTT
SPDE
SYNX
FMTI
IPII
MDLK
RVEP
HMNA
VEXP
NRVN
